profession,company,vac_description,experience,region,country,company_staff_count,salary,education
Java разработчик,АО НТЦ ЕЭС Информационные Комплексы,"['Java 8', 'API', 'boot', 'Spring', 'java 8-17', 'Java', 'Web', 'Stream API']",3,Московская область,Россия,,285000.0,
Шеф-повар разработчик на пищевое производство,ООО Фудмаркет Центр,"['производство', 'Ответственность']",1,Московская область,Россия,,,
Разработчик 1С (Медицина.Больница / БИТ:УМЦ),ООО Ледин Клиник,"['предприятие', '1С', '1С:Предприятие 8.3', '1С:Предприятие']",3,Московская область,Россия,,215000.0,
Инженер-программист АСУ ТП,ООО НТЦ Сфера,['АСУ ТП'],3,Московская область,Россия,,,
Программист,ООО Рентген-Комплект,,1,Московская область,Россия,,170000.0,
"PHP-разработчик (интерлогистика, интеграция с WMS)",ООО Новейшие Технологии ЛС,"['PHP', 'знание', 'ORM', 'PHP 8', 'Laravel']",1,Московская область,Россия,,200000.0,
Senior 1С разработчик,RWB (Wildberries & Russ),,6,Московская область,Россия,,,
Разработчик DWH,ООО ИК СИБИНТЕК,"['ETL', 'DWH', 'понимание', 'данных']",3,Московская область,Россия,,,
Программист,ООО Солтэкс,"['системы контроля', 'знание', 'SQL', 'понимание', 'данных']",1,Московская область,Россия,,,
Business development manager,Topface Media,"['Digital', 'знание', 'PR', 'среды']",1,Московская область,Россия,,,
Senior Kotlin Developer,Rx2Go,['Android'],6,,,,,
Ведущий программист/разработчик 1С 8.3,IEK GROUP,"['регламентированный учет', 'Казначейство', 'бухгалтерия']",3,Московская область,Россия,,,
AI Developer,ЧАСТНАЯ КОМПАНИЯ COLLECT&PAY LTD.,"['Node.js', 'OAuth', 'JavaScript', 'API', 'знание', 'REST', 'Webhooks', 'Python']",3,Московская область,Россия,,,
Android разработчик,ООО Платформа Трим,"['SDK', 'API', 'знание', 'Kotlin', 'REST', 'REST API', 'Android SDK', 'Android', 'понимание', 'данных']",3,Московская область,Россия,,,
.Net Core разработчик,GO Digital,"['.NET', 'Garbage Collector', 'Многопоточность', 'Git', 'GitLab', 'СУБД', 'производительности', 'уверенное владение', 'core', '.NET Core', 'оптимизация']",6,Московская область,Россия,,275000.0,
Ведущий программист 1С,Акустик Групп,"['1С', 'конфигурирование', 'ERP', 'Программирование']",3,Московская область,Россия,,,
Ведущий разработчик Go (Цифровой двойник),БЮРО 1440,"['Go', 'Linux', 'код']",3,Московская область,Россия,,,
Java-разработчик,Лига Цифровой Экономики,,3,Московская область,Россия,,,
Ведущий программист MODX,Beauty Sleep,"['PHP', 'знание', 'Разработка', 'CMS', 'верстка', 'front', 'back', 'ModX', 'Адаптивная верстка']",3,Московская область,Россия,,,
Разработчик С++,АО ГК Орбита,"['контейнеры', 'STL', 'Многопоточность', 'знание']",3,Московская область,Россия,,,
Ведущий разработчик 1С,"Ренессанс Банк, Москва","['1С', 'Документооборот', 'опыт оптимизации запросов']",3,Московская область,Россия,,,
Инженер-программист (навигационная аппаратура),АО Аэроприбор-Восход,"['MATLAB', 'C', 'знание', 'опыт программирования', 'микропроцессоров']",1,Московская область,Россия,,,
Разработчик SIM-апплетов / JavaCard Developer,ЛИАН,"['знание', 'Разработка', 'архитектуры', 'Java', 'понимание']",3,Московская область,Россия,,,
"IT-менеджер / Веб-разработчик (PHP, MODX, JS)",Меди Экспо,"['HTML5', 'JavaScript', 'PHP', 'CSS3', 'знание', 'CMS', 'CMS Modx', 'ModX']",1,Московская область,Россия,,80000.0,
Программист- консультант 1С,ООО Центр инновационных услуг,"['1С', 'технологии', 'понимание']",1,Московская область,Россия,,,
Ведущий программист-разработчик средств РЭБ,АО НПЦ ЭЛВИС,,1,Московская область,Россия,,,
Программист 1С,ООО РэйлТех,"['знание', 'Документооборот', 'ERP', '1С', '1С 8.3']",3,Московская область,Россия,,,
Golang Developer,Сбер. IT,"['Python', 'Go']",3,Московская область,Россия,,,
Разработчик на Matrix ( Element X),ООО СоюзДонСтрой,"['element', 'store']",1,Московская область,Россия,,240000.0,
Разработчик,АО МАСС ГРУПП,"['Django', 'Vue.js', 'FastAPI', 'Flask', 'Nuxt3']",3,Московская область,Россия,,,
GO-разработчик,М.Видео-Эльдорадо. ИТ,"['Транзакции', 'понимание', 'CQRS']",3,,,,,
Fullstack-разработчик,ООО ЭНТЕР Констракшн,"['Next.js', 'JavaScript', 'знание', 'React']",1,Московская область,Россия,,225000.0,
Программист 1С,ООО 1С-КПД,"['1С', 'Документооборот', '1С:Документооборот', 'знание']",1,Московская область,Россия,,175000.0,
Фронтэнд разработчик (Frontend Developer) Next.js / React,Президент Сервис Консалт,"['Next.js', 'SSG', 'app', 'React', 'Router', 'технологии', 'SSR', 'понимание']",3,Московская область,Россия,,,
SQL-разработчик,"МАГНИТ, Розничная сеть. IT","['понимание', 'SQL']",1,Московская область,Россия,,,
